name,lat,lon,country,score_growth_rate,score_saturation,score_competition,industry,overall_score
nidek medical india,22.54,88.37,india,,5.617063078,1.092121717,medical devices,3.354592398
"medical specialties, inc.",35.22,-80.84,united states,,1.409205104,10,medical devices,5.704602552
physiomed elektromedizin ag,49.55,11.34,germany,,2.830650556,0.9170487703,medical devices,1.873849663
rein medical gmbh,51.2,6.43,germany,,2.830650556,0.9170487703,medical devices,1.873849663
hemogenomics,12.97,77.59,india,,5.617063078,1.092121717,medical devices,3.354592398
khotwa medical company,24.68,46.72,saudi arabia,,4.534072729,0.1208837015,medical devices,2.327478215
roxby development,40.06,-80.72,united states,,1.409205104,10,medical devices,5.704602552
"microscopebiz co., ltd.",32.06,118.77,china,,7.677079716,2.530220925,medical devices,5.103650321
quinberlab s.a,4.64,-74.06,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
gacd,48.85,2.34,france,,2.92504587,0.5627344727,medical devices,1.743890172
gulf coast rehab,30.69,-88.04,united states,,1.409205104,10,medical devices,5.704602552
nacs inc.,45.25,-93.24,united states,,1.409205104,10,medical devices,5.704602552
biosat produtos médicos,-23.47,-46.66,brazil,,4.538669294,1.033764068,medical devices,2.786216681
advantageous medical devices,36.85,-75.97,united states,,1.409205104,10,medical devices,5.704602552
arthrex france,50.61,3.11,france,,2.92504587,0.5627344727,medical devices,1.743890172
"ningbo greetmed medical instruments co.,ltd.",29.87,121.54,china,,7.677079716,2.530220925,medical devices,5.103650321
"shenzhen sinpure technology co.,ltd",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
bloom hearing specialists,50.4,-4.21,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
"moria, inc",40.19,-77.72,united states,,1.409205104,10,medical devices,5.704602552
pevo,51.31,4.95,belgium,,2.111148829,0.1125468945,medical devices,1.111847862
milident dental lab,45.48,-75.65,canada,,2.931045997,0.4918716132,medical devices,1.711458805
wrig nanosystems pvt. ltd.,28.6,77.2,india,,5.617063078,1.092121717,medical devices,3.354592398
"jiangsu suntec medical technology co., limited",31.64,118.71,china,,7.677079716,2.530220925,medical devices,5.103650321
sasse elektronik gmbh,49.32,11.02,germany,,2.830650556,0.9170487703,medical devices,1.873849663
iziel healthcare,18.51,73.85,india,,5.617063078,1.092121717,medical devices,3.354592398
"todd w. young & associates, inc dba zimmer biomet southwest ohio",41.23,-85.85,united states,,1.409205104,10,medical devices,5.704602552
"hong kong biocaremed co.,ltd",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
mednova medical,30.29,120.16,china,,7.677079716,2.530220925,medical devices,5.103650321
omega diagnostics group plc,56.15,-3.8,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
stellartech research,37.42,-121.9,united states,,1.409205104,10,medical devices,5.704602552
anas wayuu epsi,11.33,-72.33,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
ecuador overseas,-2.19,-79.88,ecuador,,5.886653693,0.07919966653,medical devices,2.98292668
cgf clinical global frontiers inc.,14.69,121.08,philippines,,5.768327874,0.07503126303,medical devices,2.921679568
"great medical industries co., ltd.",31.86,117.28,china,,7.677079716,2.530220925,medical devices,5.103650321
yo home sperm test,34.05,-118.24,united states,,1.409205104,10,medical devices,5.704602552
"taizhou rich medical products co.,ltd.",32.49,119.91,china,,7.677079716,2.530220925,medical devices,5.103650321
empire medical uk,54,-4,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
medical necessities,34.56,-92.58,united states,,1.409205104,10,medical devices,5.704602552
skytron,42.96,-85.66,united states,,1.409205104,10,medical devices,5.704602552
bio-med devices inc.,41.28,-72.68,united states,,1.409205104,10,medical devices,5.704602552
fater electronic,35.69,51.42,iran,,,0.141725719,medical devices,
bioridge centrifuge,31.22,121.45,china,,7.677079716,2.530220925,medical devices,5.103650321
microaire surgical instruments,38.02,-78.47,united states,,1.409205104,10,medical devices,5.704602552
"akesis, inc.",37.97,-122.03,united states,,1.409205104,10,medical devices,5.704602552
south texas medical equipment & supplies,27.5,-99.5,united states,,1.409205104,10,medical devices,5.704602552
owzan,35.69,51.42,iran,,,0.141725719,medical devices,
sceptre medical india pvt. ltd.,28.66,77.21,india,,5.617063078,1.092121717,medical devices,3.354592398
cryolipolysis velashape laser,23.11,113.25,china,,7.677079716,2.530220925,medical devices,5.103650321
centro de nutrición clínica cnc,19.45,-70.69,dominican republic,,2.74167473,0.02084201751,medical devices,1.381258374
unisem,-31.62,-60.7,argentina,,4.83545247,0.2000833681,medical devices,2.517767919
blackrock microsystems,40.76,-111.89,united states,,1.409205104,10,medical devices,5.704602552
film source international,27.84,-82.69,united states,,1.409205104,10,medical devices,5.704602552
inrange systems,40.51,-78.39,united states,,1.409205104,10,medical devices,5.704602552
"disanto technology, inc.",41.3,-73.13,united states,,1.409205104,10,medical devices,5.704602552
hermann bock gmbh,51.88,8.51,germany,,2.830650556,0.9170487703,medical devices,1.873849663
mahe medical usa,39.75,-105.22,united states,,1.409205104,10,medical devices,5.704602552
grupo cosem,21.93,-100.73,mexico,,3.692419571,0.3334722801,medical devices,2.012945926
realwave meditech,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
supreme orthopedic systems,39.24,-76.83,united states,,1.409205104,10,medical devices,5.704602552
samat españa transportes quimicos sa,41.62,2.27,spain,,3.317899351,0.6252605252,medical devices,1.971579938
eurosilicone s.a.s.,43.87,5.39,france,,2.92504587,0.5627344727,medical devices,1.743890172
"tacro technology co., ltd.",30.58,114.27,china,,7.677079716,2.530220925,medical devices,5.103650321
stockart automated medication and supply management systems,41.07,29.02,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
lincoln dental supply,29.65,-82.32,united states,,1.409205104,10,medical devices,5.704602552
almarfa medical,24.68,46.72,saudi arabia,,4.534072729,0.1208837015,medical devices,2.327478215
parmatech,38.23,-122.63,united states,,1.409205104,10,medical devices,5.704602552
montgomery dme,33.94,-118.08,united states,,1.409205104,10,medical devices,5.704602552
avation medical,39.96,-82.99,united states,,1.409205104,10,medical devices,5.704602552
west medica produktions- und handels- gmbh,48.11,16.26,austria,,3.093696756,0.08336807003,medical devices,1.588532413
the canadian shield,43.46,-80.51,canada,,2.931045997,0.4918716132,medical devices,1.711458805
k line europe gmbh,51.21,6.76,germany,,2.830650556,0.9170487703,medical devices,1.873849663
f.i.m.c.o.,42.69,2.89,france,,2.92504587,0.5627344727,medical devices,1.743890172
dentalis implants,40.04,-86,united states,,1.409205104,10,medical devices,5.704602552
opemed (europe) ltd,51.2,-0.8,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
rumex international co.,27.94,-82.45,united states,,1.409205104,10,medical devices,5.704602552
les passees inc,35.14,-90.04,united states,,1.409205104,10,medical devices,5.704602552
china wholesale saliva collection kit|diagnostic dna testing saliva collection kits manufacturers,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
complexus medical,41.66,-86.15,united states,,1.409205104,10,medical devices,5.704602552
i-cat,34.07,-84.29,united states,,1.409205104,10,medical devices,5.704602552
mj surgical - india,23.03,72.61,india,,5.617063078,1.092121717,medical devices,3.354592398
innovative mold solutions,42.52,-71.76,united states,,1.409205104,10,medical devices,5.704602552
"wooldridge heating and air, inc.",37.41,-79.14,united states,,1.409205104,10,medical devices,5.704602552
squadron medical ltd.,53.26,-1.35,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
khokhar international,32.51,74.54,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
recor medical,37.44,-122.14,united states,,1.409205104,10,medical devices,5.704602552
mary free bed orthotics and prosthetics,42.96,-85.66,united states,,1.409205104,10,medical devices,5.704602552
rallo hermanos sa,39.99,-0.22,spain,,3.317899351,0.6252605252,medical devices,1.971579938
wiselion medical,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
hemosure,34.1,-117.93,united states,,1.409205104,10,medical devices,5.704602552
bauerfeind bosna i hercegovina,43.84,18.35,bosnia and herzegovina,,5.390576528,0.004168403501,medical devices,2.697372466
mathys deutschland,51.48,7.21,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"jenavalve technology, inc.",33.66,-117.82,united states,,1.409205104,10,medical devices,5.704602552
células madre c.a.,10.24,-67.59,venezuela,,,0.02917882451,medical devices,
"tulip surgicals usa, inc.",34.09,-117.88,united states,,1.409205104,10,medical devices,5.704602552
benvenue medical,37.35,-121.95,united states,,1.409205104,10,medical devices,5.704602552
"exopro industria, comercio, importacao e exportacao",-22.31,-49.06,brazil,,4.538669294,1.033764068,medical devices,2.786216681
vts medical,40.79,-73.41,united states,,1.409205104,10,medical devices,5.704602552
creative biomedics,33.42,-117.61,united states,,1.409205104,10,medical devices,5.704602552
topolo medicals,31.22,121.45,china,,7.677079716,2.530220925,medical devices,5.103650321
inspired by drive,33.94,-118.08,united states,,1.409205104,10,medical devices,5.704602552
medis medical imaging,52.15,4.49,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
biotecnica instruments - s.p.a.,41.96,12.66,italy,,3.351028959,0.7669862443,medical devices,2.059007602
med-italia biomedica,44.5,9.06,italy,,3.351028959,0.7669862443,medical devices,2.059007602
dcrx infusion,26.23,-80.12,united states,,1.409205104,10,medical devices,5.704602552
oasis medical,34.13,-117.86,united states,,1.409205104,10,medical devices,5.704602552
spinal modulation,37.45,-122.18,united states,,1.409205104,10,medical devices,5.704602552
medpej equipamentos médicos ltda.,-21.17,-47.81,brazil,,4.538669294,1.033764068,medical devices,2.786216681
evmedical,45.69,9.66,italy,,3.351028959,0.7669862443,medical devices,2.059007602
glowtronics pvt ltd,12.23,76.42,india,,5.617063078,1.092121717,medical devices,3.354592398
medison medical ctr,25.72,-80.26,united states,,1.409205104,10,medical devices,5.704602552
wondfo usa,32.71,-117.15,united states,,1.409205104,10,medical devices,5.704602552
central medical supply,40.84,-74.69,united states,,1.409205104,10,medical devices,5.704602552
consensus orthopedics,38.68,-121.08,united states,,1.409205104,10,medical devices,5.704602552
intecro healthcare & lab automation,40.13,33.08,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
yband therapy ag,47.55,7.57,switzerland,,1.452147924,0.3668195081,medical devices,0.9094837162
srt prosthetics orthotics llc,41.47,-84.55,united states,,1.409205104,10,medical devices,5.704602552
aralogic sl,41.86,-0.78,spain,,3.317899351,0.6252605252,medical devices,1.971579938
"rem optical company, inc.",34.21,-118.36,united states,,1.409205104,10,medical devices,5.704602552
accessories for mri,32.71,-117.15,united states,,1.409205104,10,medical devices,5.704602552
rbc medical innovations,38.95,-94.73,united states,,1.409205104,10,medical devices,5.704602552
nordic service group,55.66,11.42,denmark,,1.476096221,0.1125468945,medical devices,0.7943215576
union orthotics & prosthetics company,40.44,-79.99,united states,,1.409205104,10,medical devices,5.704602552
ivoclar vivadent uk & ireland,52.63,-1.13,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
usoc medical,33.66,-117.82,united states,,1.409205104,10,medical devices,5.704602552
"ninepoint medical, inc.",42.49,-71.27,united states,,1.409205104,10,medical devices,5.704602552
"burman's medical supplies, inc",39.91,-75.38,united states,,1.409205104,10,medical devices,5.704602552
farum s.a.,52.25,21,poland,,3.566789798,0.141725719,medical devices,1.854257758
miradent in russia,58.16,28.3,russia,,,0.05002084202,medical devices,
masar medical,24.68,46.72,saudi arabia,,4.534072729,0.1208837015,medical devices,2.327478215
langspine,-22.9,-43.18,brazil,,4.538669294,1.033764068,medical devices,2.786216681
"ergon est - россия, беларусь",53.9,27.56,belarus,,7.269140709,0.008336807003,medical devices,3.638738758
bandgrip,41.85,-87.65,united states,,1.409205104,10,medical devices,5.704602552
antisel blood banking,37.98,23.73,greece,,4.688564847,0.02501042101,medical devices,2.356787634
otofarma spa,40.83,14.25,italy,,3.351028959,0.7669862443,medical devices,2.059007602
"novasom, inc.",39.16,-76.62,united states,,1.409205104,10,medical devices,5.704602552
promedics orthopaedic ltd,55.93,-4.7,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
centinel spine,39.96,-75.6,united states,,1.409205104,10,medical devices,5.704602552
"footmaxx, inc.",37.27,-79.94,united states,,1.409205104,10,medical devices,5.704602552
ortoplan comercio de implantes ortopedicos,-8.01,-34.95,brazil,,4.538669294,1.033764068,medical devices,2.786216681
mauna kea technologies,42.35,-71.12,united states,,1.409205104,10,medical devices,5.704602552
heartland health products,39.34,-84.56,united states,,1.409205104,10,medical devices,5.704602552
united imaging - north america,29.76,-95.36,united states,,1.409205104,10,medical devices,5.704602552
medivance®,39.97,-105.13,united states,,1.409205104,10,medical devices,5.704602552
cavex holland bv,52.38,4.63,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
"ningbo ming sing optical r&d co.,ltd",29.87,121.54,china,,7.677079716,2.530220925,medical devices,5.103650321
milestone srl - medical division,45.69,9.66,italy,,3.351028959,0.7669862443,medical devices,2.059007602
asset medikal tasarim,41.09,28.8,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
patient care corporation,15.02,120.68,philippines,,5.768327874,0.07503126303,medical devices,2.921679568
hans müller hmp medizintechnik gmbh,47.8,12.53,germany,,2.830650556,0.9170487703,medical devices,1.873849663
interstate imaging,37.97,-87.55,united states,,1.409205104,10,medical devices,5.704602552
farcopa distribuzione s.r.l.,45.25,7.89,italy,,3.351028959,0.7669862443,medical devices,2.059007602
acme monaco,41.66,-72.77,united states,,1.409205104,10,medical devices,5.704602552
biolitec,48.2,16.37,austria,,3.093696756,0.08336807003,medical devices,1.588532413
flaem nuova s.p.a.,45.43,10.6,italy,,3.351028959,0.7669862443,medical devices,2.059007602
genae associates nv,51.21,4.41,belgium,,2.111148829,0.1125468945,medical devices,1.111847862
sonion nederland b.v.,52.3,4.68,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
drummond scientific co,39.98,-75.35,united states,,1.409205104,10,medical devices,5.704602552
